Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Unnamed: 60
Brazil,BRA,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,72000.0,82000.0,93000.0,103000.0,114000.0,124000.0,134500.0,145000.0,155400.0,165870.0,183500.0,201000.0,218500.0,236000.0,323113.0,350000.0,370000.0,428000.0,485000.0,545205.0,569000.0,593000.0,617000.0,641000.0,666309.0,678803.0,691297.0,703790.0,716285.0,728779.0,741272.0,753766.0,766260.0,778754.0,791248.0,803742.0,802173.0,800604.0,799035.0,797466.0,795898.0,794329.0,792760.0,791191.0,789622.0,788053.0,,,,,,,,,,
Brazil,BRA,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.490172269972,315.684800619306,322.15815720138,269.937681288949,261.737007494086,326.585848270781,309.008997833499,269.266612576327,324.868648278904,383.536443566304,367.991885538572,387.150739659597,,,
Brazil,BRA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.840839620187,152.305241823189,150.94595108815,120.100351374409,124.031867468147,165.169737380827,141.838604982206,118.256743327655,156.189872518227,183.014804975579,181.732808131447,175.660146747518,,,
Brazil,BRA,Agricultural land (sq. km),AG.LND.AGRI.K2,,1505310.0,1559130.0,1615110.0,1660410.0,1703950.0,1750940.0,1795890.0,1852230.0,1937780.0,1953970.0,1996320.0,2028370.0,2058610.0,2100430.0,2134160.0,2160070.0,2185500.0,2200390.0,2225130.0,2242780.0,2258240.0,2281360.0,2288210.0,2299240.0,2310410.0,2340550.0,2357910.0,2376870.0,2394320.0,2416080.0,2449410.0,2467090.0,2494630.0,2514180.0,2584720.0,2590190.0,2595660.0,2601120.0,2607590.0,2614060.0,2634650.0,2658680.0,2684690.0,2721320.0,2724326.0,2727840.0,2716380.0,2735000.0,2735400.0,2734630.0,2753730.0,2756070.0,2788081.0,,,
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,18.0101075119584,18.6540306814674,19.3237969213246,19.8657835355713,20.386712833238,20.9489192571553,21.4867183368549,22.1607917551034,23.1843448422735,23.3780482260407,23.8847399062471,24.2681984269227,24.6300014117974,25.1303519682609,25.5339106547629,25.8439078550969,26.1481621509092,26.3263118349298,26.6223107054919,26.833482090513,27.0184514736532,27.2950680414542,27.3770240747343,27.508991234892,27.6426334088685,28.0032399553011,28.2109416688402,28.4377863974521,28.646564905589,28.9069099105782,29.305682843312,29.5172131598657,29.8467123068051,30.080616022225,30.9245836992441,30.990028882024,31.0554740648039,31.1207996037396,31.1982091709399,31.2756187381403,31.5219654133575,31.8094695709811,32.1206632097572,32.5589186110785,32.5948835506464,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.9746809696894,33.3576728793727,,,
Brazil,BRA,Arable land (hectares),AG.LND.ARBL.HA,,22118000.0,24000000.0,26000000.0,27000000.0,28000000.0,29000000.0,30000000.0,32000000.0,33000000.0,35000000.0,37000000.0,38000000.0,39000000.0,41000000.0,42000000.0,43000000.0,44000000.0,44000000.0,44900000.0,45000000.0,45600000.0,47000000.0,47000000.0,47100000.0,47300000.0,49000000.0,49500000.0,49800000.0,49900000.0,50681000.0,51998000.0,51803000.0,52264000.0,52745000.0,58059000.0,57858000.0,57788000.0,57717200.0,57746800.0,57776400.0,59071000.0,61504000.0,64634000.0,68327000.0,69157000.0,69538000.0,68388000.0,70250000.0,70440000.0,70363000.0,72273000.0,72607000.0,76008100.0,,,
Brazil,BRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.296063731097995,0.311657757085607,0.32758607503664,0.330267949323001,0.332818016142886,0.335279546316366,0.337633740523001,0.35082715010531,0.352617801433137,0.364649984513315,0.376007853482951,0.376818181191654,0.377465185200341,0.387354211448199,0.387342088469597,0.387122111088867,0.386723205247707,0.377578195092645,0.376231412115308,0.368249613270394,0.364486885354215,0.367030488371471,0.358739364532295,0.35162229381199,0.345668187129234,0.350840415661691,0.347520893710847,0.343092245489694,0.337614255023768,0.336990098012647,0.340041004767741,0.333397672783458,0.33117840937793,0.3291203844181,0.356726249496375,0.350011468323155,0.34419369835706,0.338484581214853,0.333501458183824,0.328673813926297,0.331079475238219,0.339715534195387,0.351984624685979,0.367119789462037,0.366921046583167,0.364649404395922,0.354738023806382,0.360682392809198,0.358106432017546,0.354269720724109,0.360432230222762,0.358727429722091,0.37211559692557,,,
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,,2.64628254611672,2.87145226090972,3.11073994931887,3.23038379352344,3.35002763772801,3.46967148193258,3.58931532613715,3.8286030145463,3.94824685875087,4.18753454716001,4.42682223556916,4.54646607977373,4.6661099239783,4.90539761238745,5.02504145659202,5.14468530079659,5.26432914500116,5.26432914500116,5.37200860478528,5.38397298920573,5.45575929572848,5.62326067761488,5.62326067761488,5.63522506203533,5.65915383087625,5.86254836602402,5.92237028812631,5.95826344138768,5.97022782580813,6.0636696681319,6.22124061094933,6.19791006132944,6.25306587350774,6.31061456257014,6.94640195067324,6.92235353798812,6.9139784688938,6.90550768472411,6.90904914251257,6.91259060030102,7.06748152100826,7.35857499395799,7.7330602263183,8.17490494296578,8.27420933365558,8.31979363829752,8.18220321746226,8.40498005537117,8.42771238577004,8.41849980976629,8.64701955219702,8.68698059616135,9.09390127468552,,,
Brazil,BRA,Land under cereal production (hectares),AG.LND.CREL.HA,,11168641.0,11522315.0,12565288.0,13107902.0,14247927.0,13523268.0,14493244.0,15119971.0,15774034.0,16821700.0,17674109.0,17468377.0,16803961.0,18023969.0,19309530.0,21558886.0,21283876.0,19860058.0,20861400.0,21080553.0,19893608.0,21903982.0,18083861.0,19502145.0,19702168.0,22404844.0,23456712.0,23082577.0,21970521.0,18512400.0,19821129.0,20564106.0,18293749.0,20072480.0,19752819.0,17471671.0,17791386.0,15780800.0,17431028.0,17244374.0,18137080.0,17877180.0,19929747.0,20426199.0,19312005.0,18423582.0,19543770.0,20818353.0,20080310.0,18600440.0,19216441.0,19611226.0,20906133.0,,,
Brazil,BRA,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.751124053916302,0.743347204043005,0.743107916354596,0.746697231680733,0.729229230426865,0.741073971003118,0.740475751782095,0.744543642485051,0.751124053916302,0.748850820876415,0.757584821503349,0.758183040724372,0.749090108564824,0.746936519369142,0.767634904416533,0.802451263080063,0.831524717221774,0.866101788196895,0.898884201508948,0.940879190824753,0.900200283795198,0.853778472243825,0.79216189247847,0.756627670749712,0.710804078419361,0.724443476658682,0.704821886209133,0.752200848514143,0.79347797476472,0.804844139964155,0.836190827145753,0.861076746740303,0.925564778766568,0.891944858545083,0.890269844726219,0.902353872990881,0.898764557664744,0.89527095741397,0.891729499625515,0.888188041837059,0.884646584048604,0.881057268722467,0.877587597240534,0.873998281914397,0.870480752894783,0.866939295106328,0.867417870483146,0.867417870483146,0.84947129385246,0.84947129385246,0.84947129385246,0.837506909432003,0.813578140591088,,,
